preferred_study_level,phd_supervisor,supervisor_approval,intended_study_area,preferred_dest_1,preferred_dest_2,preferred_dest_3,study_plan,uni_contacted,application_process,current_status,work_experience,birth_year,passport,academic_backlogs,number_of_backlogs,budget,funding_source,parents_occupation,english_test_taken,english_test_name,english_test_score,family_abroad,other_consultants,lead_converted_flag
Undergraduate,No,No,Pharmacy,Canada,UK,New Zealand,01-2021,No,No,Working professional,4-6,1990,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,USA,Other,Other,01-2021,No,No,Working professional,1-3,1997,Yes,Yes,<5,Not provided,Parents asset,Not provided,Yes,GRE,318.0,Yes,No,1
Postgraduate,No,No,MCA,Canada,USA,Other,01-2021,No,No,Student,0,1999,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Zoology,UK,Other,Other,01-2021,No,No,Student,0,1999,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Arts,UK,Canada,Other,01-2021,No,No,Student,0,2003,No,No,0,Not provided,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Business & Economics,Canada,Australia,Canada,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,UK,Australia,New Zealand,01-2022,Yes,No,Working professional,1-3,1997,Yes,No,0,>30,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,Yes,No,1
Undergraduate,No,No,Business & Economics,New Zealand,UK,Australia,01-2021,No,No,Student,0,1990,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,UK,Canada,Other,01-2022,No,No,Student,0,1996,No,No,0,<10,Self funding,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,UK,Canada,Australia,01-2021,No,No,Working professional,1-3,1994,Yes,No,0,10-20,Bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Humanities & Social Sciences,UK,Canada,Australia,01-2021,No,No,Student,0,1997,No,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,Management ,Australia,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,USA,Other,Other,01-2021,No,No,Student,0,1998,Yes,No,0,20-30,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,USA,Other,Other,01-2021,No,No,Student,0,2002,Yes,Yes,<5,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,Ireland,USA,New Zealand,01-2021,No,No,Student,0,2000,No,Yes,6,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Business & Economics,USA,UK,Other,01-2021,Yes,No,Student,0,2004,Yes,No,0,>30,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Not Decided yet,USA,Canada,Australia,01-2022,No,No,Student,0,2001,Yes,No,0,Not provided,Bank loan,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Engineering,Australia,UK,Canada,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Other,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business Management ,UK,Other,Other,01-2021,No,No,Working professional,7+,1987,Yes,No,0,<10,Self funding,Not provided,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Psychology,New Zealand,Other,Other,01-2022,No,No,Working professional,4-6,1986,Yes,No,0,Not provided,Not provided,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,business management ,Australia,Other,Other,01-2021,No,No,Student,0,1998,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Other,Australia,Other,Other,01-2021,No,No,Working professional,7+,1983,Yes,No,0,Not provided,Not provided,Not provided,Yes,IELTS,7.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Australia,UK,Canada,01-2021,No,No,Student,0,1998,Yes,No,0,>30,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Medicala coding,Australia,Canada,Canada,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Australia,UK,Other,01-2021,No,No,Student,0,1999,No,No,0,Not provided,Not provided,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Nursing,Australia,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,Not provided,Yes,IELTS,5.5,Yes,No,0
Undergraduate,No,No,Nursing,Australia,Other,Other,01-2021,No,No,Student,0,2001,Yes,No,0,Not provided,Parents asset,Not provided,Yes,Other,63.0,Yes,No,0
Postgraduate,No,No,Sciences,Canada,Australia,USA,01-2021,No,No,Student,0,2000,No,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Vocational,No,No,Media & Communications,Canada,Other,Other,01-2021,Yes,Yes,Working professional,1-3,1994,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Management ,Australia,Other,Other,09-2022,No,No,Student,0,1993,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2021,No,No,Student,0,1993,Yes,No,0,<10,Parents asset,Not provided,Yes,IELTS,6.0,Yes,No,0
Postgraduate,No,No,Engineering,USA,Canada,UK,01-2021,No,No,Student,0,1994,Yes,Yes,>10,Not provided,Bank loan,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business Management in Finance,UK,Other,Other,06-2005,No,No,Student,0,1998,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Business Management,USA,Other,Other,01-2021,Yes,No,Student,0,2003,Yes,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Computer Science and Information Technology,USA,USA,USA,01-2021,No,No,Student,0,2002,Yes,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Sciences,USA,Canada,Other,01-2021,No,No,Student,0,2002,Yes,No,0,<10,Combined self /parent funding and bank loan,Own business,No,Not Taken,0.0,No,No,0
Vocational,No,No,management ,New Zealand,Other,Other,01-2021,Yes,No,Student,0,1999,Yes,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,Australia,Other,Other,01-2021,No,No,Working professional,1-3,1998,Yes,No,0,Not provided,Not provided,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Fashion Designing ,Australia,Other,Other,01-2021,No,No,Student,0,1998,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,New Zealand,UK,Australia,09-2022,No,No,Working professional,4-6,1992,Yes,No,0,<10,Parents asset,Own business,No,Not Taken,0.0,No,No,1
Vocational,No,No,Finance,Australia,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Psychology,Canada,UK,Australia,01-2021,No,No,Working professional,4-6,1991,Yes,No,0,<10,Other,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Physiotherapy,Australia,Other,Other,01-2022,No,No,Student,0,1998,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business Management In HR,Australia,Other,Other,01-2021,No,No,Student,0,1995,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,Not provided,Not provided,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Industrial Finance,Canada,Canada,Canada,01-2021,Yes,No,Working professional,7+,1985,Yes,No,0,<10,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Hotel Management,Australia,Other,Other,01-2021,No,No,Student,0,2001,Yes,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Hospitality Culinary Arts,Canada,Other,Other,01-2021,Yes,No,Student,0,2002,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Public Relation,USA,Canada,UK,01-2021,No,No,Working professional,1-3,1998,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,USA,Other,Other,01-2021,Yes,No,Working professional,1-3,1998,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Student,0,1998,Yes,Yes,<5,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,USA,Other,Other,01-2021,No,No,Student,0,2000,Yes,No,0,10-20,Bank loan,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,UK,Canada,Ireland,01-2022,No,No,Working professional,1-3,1996,Yes,No,0,20-30,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Management,UK,Other,Other,01-2021,No,No,Working professional,1-3,1993,Yes,No,0,10-20,Self funding,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Commerce ,UK,Other,Other,01-2021,No,No,Student,0,1996,No,No,0,<10,Bank loan,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Architecture & Built Environment Studies,USA,Other,Other,01-2021,No,No,Student,0,1997,No,Yes,6,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Visual and Performing arts,Australia,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Management,Canada,Other,Other,01-2021,No,No,Student,0,1997,Yes,Yes,>10,Not provided,Sponsorship by relatives,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Other,Australia,Ireland,Other,01-2021,No,No,Working professional,1-3,1995,Yes,No,0,>30,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Philosophy,Australia,Australia,Australia,01-2021,No,No,Working professional,7+,1970,No,Yes,<5,Not provided,Other,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Sciences,UK,Canada,Canada,01-2022,No,No,Working professional,1-3,1998,Yes,No,0,<10,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,USA,USA,USA,01-2021,No,No,Student,0,2005,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Management,Canada,Other,Other,01-2022,Yes,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Canada,Canada,Canada,01-2021,No,No,Working professional,1-3,1996,Yes,Yes,<5,10-20,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Food science,USA,Other,UK,01-2022,No,No,Student,0,1999,Yes,Yes,<5,10-20,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,UNIX Designing ,UK,Other,Other,01-2021,No,No,Working professional,4-6,1992,Yes,Yes,<5,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,MBA,UK,Australia,Canada,01-2021,No,No,Working professional,4-6,1993,Yes,Yes,<5,Not provided,Combined self /parent funding and bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Finance,USA,Other,Other,01-2021,No,No,Student,0,1996,Yes,No,0,Not provided,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Theatre,USA,UK,Other,01-2022,Yes,No,Student,0,1999,No,No,0,10-20,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Hotel Management,UK,USA,Other,01-2021,No,No,Student,0,2000,Yes,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Hospitality,UK,Canada,Other,01-2021,Yes,No,Working professional,<1,1999,Yes,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Social Work,UK,Other,Other,01-2021,No,No,Working professional,7+,1984,Yes,No,0,10-20,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Other,Canada,UK,Other,01-2021,No,No,Student,0,2001,Yes,No,0,10-20,Combined self /parent funding and bank loan,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Very Large Scale Integration,USA,UK,UK,01-2021,No,No,Student,0,1999,Yes,No,0,20-30,Bank loan,Own business,No,Not Taken,0.0,No,No,1
Vocational,No,No,Hospitality,Australia,Canada,UK,01-2021,No,No,Student,0,2001,Yes,No,0,Not provided,Self funding,Own business,Yes,IELTS,6.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Australia,Australia,Australia,01-2021,No,No,Working professional,1-3,1995,Yes,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Hotel Management,Australia,Other,Other,01-2021,No,No,Working professional,7+,1991,Yes,No,0,10-20,Self funding,Not provided,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Engineering,Canada,Other,Other,01-2021,No,No,Student,0,1997,Yes,Yes,6,Not provided,Parents asset,In-Service,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Social Health,Canada,USA,Other,01-2021,No,No,Working professional,1-3,1995,Yes,No,0,Not provided,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2021,No,No,Student,0,2001,Yes,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,UK,Canada,Canada,01-2022,Yes,No,Working professional,1-3,1995,Yes,Yes,6,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,sic consultants,1
Undergraduate,No,No,Business Management,UK,Other,Other,01-2021,Yes,No,Student,0,2003,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,UK,Other,Other,01-2021,No,No,Student,0,1997,No,No,0,Not provided,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Medical,UK,New Zealand,Ireland,01-2021,No,No,Working professional,1-3,1995,Yes,No,0,<10,Parents asset,Not provided,Yes,IELTS,7.0,Yes,No,0
Postgraduate,No,No,MBA,Canada,USA,Other,01-2021,No,No,Student,0,2001,No,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Business & Economics,Australia,Other,Other,01-2021,No,No,Student,0,2000,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Australia,Australia,Australia,01-2021,No,No,Working professional,1-3,1996,Yes,Yes,<5,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Life sciences,Australia,UK,Other,01-2021,No,No,Working professional,1-3,1995,Yes,No,0,Not provided,Combined self /parent funding and bank loan,In-Service,Yes,IELTS,7.0,Yes,No,0
Vocational,No,No,Visual and Performing arts,Canada,Canada,Canada,01-2021,Yes,No,Student,0,1996,No,No,0,10-20,Parents asset,In-Service,No,Not Taken,0.0,No,No,0
Vocational,No,No,nursing,Canada,Other,Other,01-2021,No,No,Student,0,2002,Yes,No,0,10-20,Bank loan,Not provided,Yes,IELTS,6.5,Yes,yes ,0
Postgraduate,No,No,Business & Economics,UK,Australia,Ireland,01-2021,No,No,Student,0,1995,No,No,0,10-20,Bank loan,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,USA,Other,Other,01-2021,Yes,No,Student,0,2000,Yes,No,0,20-30,Combined self /parent funding and bank loan,In-Service,Yes,IELTS,7.0,No,No,0
Postgraduate,No,No,Business Management,UK,Canada,Other,01-2021,No,No,Student,0,1997,Yes,No,0,Not provided,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Computer Science and Information Technology,UK,UK,UK,01-2021,No,No,Student,0,2004,No,Yes,<5,Not provided,Parents asset,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Biotech,Australia,Canada,USA,01-2021,No,No,Student,0,1999,No,Yes,<5,10-20,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Engineering,USA,Other,Other,01-2021,No,No,Student,0,2002,No,No,0,20-30,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business & Economics,Australia,Australia,Australia,01-2021,No,No,Working professional,4-6,1986,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,1
Vocational,No,No,Web Designing ,Canada,Other,Other,01-2021,No,No,Working professional,1-3,1996,No,No,0,Not provided,Bank loan,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,Canada,New Zealand,Other,01-2021,No,No,Working professional,1-3,1996,Yes,Yes,6,Not provided,Combined self /parent funding and bank loan,In-Service,No,Not Taken,0.0,Yes,No,0
Undergraduate,No,No,Nurshing,UK,UK,UK,01-2021,No,No,Student,0,1999,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Vocational,No,No,management ,Australia,Other,Other,01-2021,No,No,Student,0,2002,Yes,No,0,Not provided,Sponsorship by relatives,Not provided,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,USA,Other,Other,01-2021,No,No,Working professional,<1,1996,Yes,Yes,6,10-20,Combined self /parent funding and bank loan,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Engineering,Australia,UK,USA,01-2021,No,No,Student,0,1996,No,Yes,<5,<10,Bank loan,Own business,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Literature,Australia,Other,Other,01-2021,No,No,Student,0,1998,No,No,0,Not provided,Combined self /parent funding and bank loan,Own business,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Engineering,Australia,Other,Other,01-2021,No,No,Student,0,2003,No,No,0,10-20,Bank loan,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Computer Science and Information Technology,Australia,Canada,Other,01-2021,Yes,No,Working professional,1-3,1996,Yes,No,0,10-20,Self funding,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Data Science,Australia,Other,Other,01-2021,Yes,No,Student,0,1999,Yes,No,0,>30,Parents asset,Not provided,No,Not Taken,0.0,Yes,No,1
Postgraduate,No,No,Engineering,Canada,Canada,Canada,01-2022,No,No,Working professional,1-3,1997,Yes,No,0,10-20,Parents asset,In-Service,No,Not Taken,0.0,No,No,1
Postgraduate,No,No,Machine Learning,Canada,Other,Other,01-2021,No,No,Working professional,4-6,1989,Yes,No,0,20-30,Self funding,Not provided,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Animation,New Zealand,Canada,Canada,01-2021,No,No,Working professional,7+,1990,Yes,No,0,Not provided,Self funding,In-Service,No,Not Taken,0.0,No,No,0
Postgraduate,No,No,Marketing,Canada,Other,Other,01-2021,Yes,No,Working professional,1-3,1995,Yes,No,0,Not provided,Bank loan,Not provided,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Sciences,UK,Other,Other,01-2021,No,No,Student,0,1999,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Computer Science and Information Technology,Canada,Other,Other,01-2021,No,No,Student,0,2000,Yes,No,0,10-20,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,INDUSTRIAL DESIGN,UK,USA,Canada,01-2021,No,No,Student,0,2003,Yes,No,0,<10,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,Finance,UK,Australia,Other,01-2021,No,No,Student,0,1992,No,No,0,20-30,Self funding,In-Service,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Clinical Research,UK,USA,USA,01-2021,Yes,No,Working professional,4-6,1991,Yes,No,0,10-20,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Vocational,No,No,human resource,Canada,UK,Other,01-2022,No,No,Working professional,1-3,1991,Yes,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,ARTS,USA,Australia,Other,01-2021,No,No,Student,0,1997,Yes,No,0,<10,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Business Management,USA,Other,Other,01-2021,No,No,Student,0,2000,No,No,0,Not provided,Parents asset,Not provided,No,Not Taken,0.0,No,No,0
Undergraduate,No,No,Business & Economics,Canada,Australia,Other,01-2021,No,No,Student,0,2000,Yes,No,0,Not provided,Parents asset,Own business,No,Not Taken,0.0,Yes,No,0
Postgraduate,No,No,Shipping ,Australia,Other,Other,01-2021,No,No,Working professional,7+,1975,No,No,0,Not provided,Self funding,Not provided,No,Not Taken,0.0,No,No,0
